date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
16:35:14	29062/29062	---M-Z	200	added ('OK')	text/css	etag:%227186-55734bc911ec1-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min.css?ver=4.4.0	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/font-awesome.min474a.css	(from http://sfd.linuxaccra.org/)
16:35:15	105029/105029	---M-Z	200	added ('OK')	text/css	etag:%2219a45-55734bc911ec1-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/bootstrap.min.css?ver=3.3.1	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/css/bootstrap.min3d36.css	(from http://sfd.linuxaccra.org/)
16:35:17	118885/118885	---M-Z	200	added ('OK')	text/css	etag:%221d065-55734bc910f21-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/style.css?ver=1.0.0	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/style8a54.css	(from http://sfd.linuxaccra.org/)
16:35:22	10056/10056	---M-Z	200	added ('OK')	application/javascript	etag:%222748-5333ff613c400-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/jquery/jquery-migrate.min.js?ver=1.4.1	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/jquery/jquery-migrate.min330a.js	(from http://sfd.linuxaccra.org/)
16:35:24	842/842	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202019%2016:45:48%20GMT	http://sfd.linuxaccra.org/xmlrpc.php?rsd	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/xmlrpc0db0.php	(from http://sfd.linuxaccra.org/)
16:35:24	46537/46537	---M-Z	200	added ('OK')	application/javascript	etag:%22b5c9-557f377f80fc1-gzip%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/js/frontend/plugins.js?ver=1.3.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/js/frontend/pluginsc412.js	(from http://sfd.linuxaccra.org/)
16:35:26	96874/96874	---M-Z	200	added ('OK')	application/javascript	etag:%2217a6a-591c93fac10c1-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/jquery/jquery.js?ver=1.12.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/jquery/jqueryb8ff.js	(from http://sfd.linuxaccra.org/)
16:35:26	1045/1045	---M--	200	added ('OK')	application/xml	etag:%22415-4ed4785da9bc0%22	http://sfd.linuxaccra.org/wp-includes/wlwmanifest.xml	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/wlwmanifest.xml	(from http://sfd.linuxaccra.org/)
16:35:30	2248/2248	---M-Z	200	added ('OK')	text/xml	date:Sat,%2014%20Sep%202019%2016:45:54%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2F&format=xml	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embed43df	(from http://sfd.linuxaccra.org/)
16:35:30	2164/2164	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2016:45:52%20GMT	http://sfd.linuxaccra.org/wp-json/oembed/1.0/embed?url=http%3A%2F%2Fsfd.linuxaccra.org%2F	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/oembed/1.0/embedd2e4.json	(from http://sfd.linuxaccra.org/)
16:35:38	29878/29878	---M--	200	added ('OK')	image/jpeg	etag:%2274b6-55753480ac3c1%22	http://52.56.219.127/wp-content/uploads/2017/08/laug-bigger.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/laug-bigger.jpg	(from http://sfd.linuxaccra.org/)
16:35:38	16578/16578	---M--	200	added ('OK')	image/png	etag:%2240c2-5575bfc6ff121%22	http://52.56.219.127/wp-content/uploads/2017/08/logo.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/logo.png	(from http://sfd.linuxaccra.org/)
16:35:39	18007/18007	---M-Z	200	added ('OK')	text/html	date:Sat,%2014%20Sep%202019%2016:46:04%20GMT	http://sfd.linuxaccra.org/home/contact/	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/home/contact/index.html	(from http://sfd.linuxaccra.org/)
16:35:42	53038/53038	---MC-	200	added ('OK')	application/json	date:Sat,%2014%20Sep%202019%2016:45:50%20GMT	http://sfd.linuxaccra.org/wp-json/	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-json/index.html	(from http://sfd.linuxaccra.org/)
16:35:43	19704/19704	---M--	200	added ('OK')	image/png	etag:%224cf8-55749e336c741%22	http://52.56.219.127/wp-content/uploads/2017/08/aiti-300x80.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/aiti-300x80.png	(from http://sfd.linuxaccra.org/)
16:35:46	8438/8438	---M--	200	added ('OK')	image/jpeg	etag:%2220f6-55786cc41ee61%22	http://52.56.219.127/wp-content/uploads/2017/08/delaphone-dark-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/delaphone-dark-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:35:46	19145/19145	---M--	200	added ('OK')	image/jpeg	etag:%224ac9-55753480b7f41%22	http://52.56.219.127/wp-content/uploads/2017/08/laug-bigger-286x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/laug-bigger-286x300.jpg	(from http://sfd.linuxaccra.org/)
16:35:49	11511/11511	---M--	200	added ('OK')	image/jpeg	etag:%222cf7-5590e4ce58f81%22	http://52.56.219.127/wp-content/uploads/2017/09/innoverex-300x125.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/innoverex-300x125.jpg	(from http://sfd.linuxaccra.org/)
16:35:53	7105/7105	---M--	200	added ('OK')	image/jpeg	etag:%221bc1-558fc8e35d381%22	http://52.56.219.127/wp-content/uploads/2017/09/div-300x128.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/div-300x128.jpg	(from http://sfd.linuxaccra.org/)
16:35:53	24447/24447	---M--	200	added ('OK')	image/png	etag:%225f7f-557810e02c0a1%22	http://52.56.219.127/wp-content/uploads/2017/08/stevdoklogo-174x300.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/stevdoklogo-174x300.png	(from http://sfd.linuxaccra.org/)
16:35:54	88194/88194	---M--	200	added ('OK')	image/png	etag:%2215882-5575346f9a1e1%22	http://52.56.219.127/wp-content/uploads/2017/08/Coat_of_arms_of_Ghana-300x250.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/Coat_of_arms_of_Ghana-300x250.png	(from http://sfd.linuxaccra.org/)
16:35:55	4680/4680	---M--	200	added ('OK')	image/jpeg	etag:%221248-558fc8dd5c1c1%22	http://52.56.219.127/wp-content/uploads/2017/09/econsultx-300x111.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/econsultx-300x111.jpg	(from http://sfd.linuxaccra.org/)
16:35:58	6104/6104	---M--	200	added ('OK')	image/jpeg	etag:%2217d8-558fbab4fe381%22	http://52.56.219.127/wp-content/uploads/2017/09/WhatsApp-Image-2017-09-12-at-10.29.29-300x214.jpeg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/WhatsApp-Image-2017-09-12-at-10.29.29-300x214.jpg	(from http://sfd.linuxaccra.org/)
16:36:00	8177/8177	---M--	200	added ('OK')	image/jpeg	etag:%221ff1-557867e561dc1%22	http://52.56.219.127/wp-content/uploads/2017/08/agile-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/agile-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:06	13818/13818	---M--	200	added ('OK')	image/png	etag:%2235fa-55a0df52e5d21%22	http://52.56.219.127/wp-content/uploads/2017/09/OFWA-Logo-1-300x119.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/OFWA-Logo-1-300x119.png	(from http://sfd.linuxaccra.org/)
16:36:06	29933/29933	---M--	200	added ('OK')	image/png	etag:%2274ed-55943f912f921%22	http://52.56.219.127/wp-content/uploads/2017/09/AFRI-ODIRF-LOGO-300x135.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/AFRI-ODIRF-LOGO-300x135.png	(from http://sfd.linuxaccra.org/)
16:36:07	59594/59594	---M--	200	added ('OK')	image/png	etag:%22e8ca-557810def09c1%22	http://52.56.219.127/wp-content/uploads/2017/08/inna_logo_1-copy-298x300.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/inna_logo_1-copy-298x300.png	(from http://sfd.linuxaccra.org/)
16:36:12	17902/17902	---M--	200	added ('OK')	image/jpeg	etag:%2245ee-5592e81d6b321%22	http://52.56.219.127/wp-content/uploads/2017/09/mawutor_cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/mawutor_cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:15	8340/8340	---M--	200	added ('OK')	image/jpeg	etag:%222094-55858099f6401%22	http://52.56.219.127/wp-content/uploads/2017/09/wisdom_donkor_cropped.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/wisdom_donkor_cropped.jpg	(from http://sfd.linuxaccra.org/)
16:36:16	49908/49908	---M--	200	added ('OK')	image/jpeg	etag:%22c2f4-5575c0e6bc341%22	http://52.56.219.127/wp-content/uploads/2017/08/laugmeeting3.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/laugmeeting3.jpg	(from http://sfd.linuxaccra.org/)
16:36:20	18245/18245	---M--	200	added ('OK')	image/jpeg	etag:%224745-55906acf62fe1%22	http://52.56.219.127/wp-content/uploads/2017/09/rex-cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/rex-cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:20	19382/19382	---M--	200	added ('OK')	image/jpeg	etag:%224bb6-5593f5ee71881%22	http://52.56.219.127/wp-content/uploads/2017/09/nanaFosu-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/nanaFosu-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:24	14017/14017	---M--	200	added ('OK')	image/jpeg	etag:%2236c1-5592e81bdfb01%22	http://52.56.219.127/wp-content/uploads/2017/09/fummiStellaCropped.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/fummiStellaCropped.jpg	(from http://sfd.linuxaccra.org/)
16:36:26	16302/16302	---M--	200	added ('OK')	image/jpeg	etag:%223fae-5594988f679e1%22	http://52.56.219.127/wp-content/uploads/2017/09/comm-min.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/comm-min.jpg	(from http://sfd.linuxaccra.org/)
16:36:27	7653/7653	---M--	200	added ('OK')	image/jpeg	etag:%221de5-557dfce1f53e1%22	http://52.56.219.127/wp-content/uploads/2017/08/aiti-boss.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/aiti-boss.jpg	(from http://sfd.linuxaccra.org/)
16:36:27	122/122	---M--	200	added ('OK')	image/png	etag:%227a-557e01793f441%22	http://52.56.219.127/wp-content/uploads/2017/08/white.png	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/white.png	(from http://sfd.linuxaccra.org/)
16:36:32	13495/13495	---M--	200	added ('OK')	image/jpeg	etag:%2234b7-5576f55edefa1%22	http://52.56.219.127/wp-content/uploads/2017/08/enieofori-cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/enieofori-cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:33	26515/26515	---M--	200	added ('OK')	image/jpeg	etag:%226793-5576f5631ede1%22	http://52.56.219.127/wp-content/uploads/2017/08/mrsabraasante-cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/mrsabraasante-cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:36	10558/10558	---M--	200	added ('OK')	image/jpeg	etag:%22293e-5593fdc3910e1%22	http://52.56.219.127/wp-content/uploads/2017/09/fredyeboah.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/fredyeboah.jpg	(from http://sfd.linuxaccra.org/)
16:36:39	25551/25551	---M--	200	added ('OK')	image/jpeg	etag:%2263cf-55857dad702e1%22	http://52.56.219.127/wp-content/uploads/2017/09/Clara_Pinkrah-Sam_cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/Clara_Pinkrah-Sam_cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:40	19128/19128	---M--	200	added ('OK')	image/jpeg	etag:%224ab8-5576f560e0a61%22	http://52.56.219.127/wp-content/uploads/2017/08/enochnyamador-cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/enochnyamador-cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:44	12398/12398	---M--	200	added ('OK')	image/jpeg	etag:%22306e-55857db388ba1%22	http://52.56.219.127/wp-content/uploads/2017/09/Awo-Amenyah_cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/Awo-Amenyah_cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:47	10069/10069	---M--	200	added ('OK')	image/jpeg	etag:%222755-55857db7edba1%22	http://52.56.219.127/wp-content/uploads/2017/09/Florence_Toffah_cropped.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/Florence_Toffah_cropped.jpg	(from http://sfd.linuxaccra.org/)
16:36:47	22758/22758	---M--	200	added ('OK')	image/jpeg	etag:%2258e6-55857dbfe1dc1%22	http://52.56.219.127/wp-content/uploads/2017/09/papa_kofi_ankhurst_cropped.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/papa_kofi_ankhurst_cropped.jpg	(from http://sfd.linuxaccra.org/)
16:36:53	20211/20211	---M--	200	added ('OK')	image/jpeg	etag:%224ef3-5593fdc463fe1%22	http://52.56.219.127/wp-content/uploads/2017/09/Raindolf-Owusu1-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/Raindolf-Owusu1-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:36:54	15815/15815	---M--	200	added ('OK')	image/jpeg	etag:%223dc7-55857dbaf6181%22	http://52.56.219.127/wp-content/uploads/2017/09/nehemiahattigs_cropped.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/nehemiahattigs_cropped.jpg	(from http://sfd.linuxaccra.org/)
16:36:57	10013/10013	---M--	200	added ('OK')	image/jpeg	etag:%22271d-558f579789ba1%22	http://52.56.219.127/wp-content/uploads/2017/09/worlalisenyofarmerline.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/worlalisenyofarmerline.jpg	(from http://sfd.linuxaccra.org/)
16:36:58	18421/18421	---M--	200	added ('OK')	image/jpeg	etag:%2247f5-5592e68fade81%22	http://52.56.219.127/wp-content/uploads/2017/09/EyramTawiahCropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/EyramTawiahCropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:03	15323/15323	---M--	200	added ('OK')	image/jpeg	etag:%223bdb-558fcd4abab01%22	http://52.56.219.127/wp-content/uploads/2017/09/BarbaraNaaKwarleyQuartey_cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/BarbaraNaaKwarleyQuartey_cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:03	10506/10506	---M--	200	added ('OK')	image/jpeg	etag:%22290a-55a0df5980401%22	http://52.56.219.127/wp-content/uploads/2017/09/p-214x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/p-214x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:07	9845/9845	---M--	200	added ('OK')	image/jpeg	etag:%222675-55906ad04e581%22	http://52.56.219.127/wp-content/uploads/2017/09/solomon-cropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/solomon-cropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:08	14820/14820	---M--	200	added ('OK')	image/jpeg	etag:%2239e4-559432a5eb6a1%22	http://52.56.219.127/wp-content/uploads/2017/09/harunaMuhadcropped.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/harunaMuhadcropped.jpg	(from http://sfd.linuxaccra.org/)
16:37:12	12584/12584	---M--	200	added ('OK')	image/jpeg	etag:%223128-55943578cefc1%22	http://52.56.219.127/wp-content/uploads/2017/09/spilkerCropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/spilkerCropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:12	9397/9397	---M--	200	added ('OK')	image/jpeg	etag:%2224b5-5594357230a61%22	http://52.56.219.127/wp-content/uploads/2017/09/sisterJustinaOluchi-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/sisterJustinaOluchi-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:16	10392/10392	---M--	200	added ('OK')	image/jpeg	etag:%222898-5594355cd5da1%22	http://52.56.219.127/wp-content/uploads/2017/09/ericAkumiahCropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/ericAkumiahCropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:17	14261/14261	---M--	200	added ('OK')	image/jpeg	etag:%2237b5-55943e94ca4a1%22	http://52.56.219.127/wp-content/uploads/2017/09/michaellarbiCropped-300x300.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/09/michaellarbiCropped-300x300.jpg	(from http://sfd.linuxaccra.org/)
16:37:18	729918/729918	---M--	200	added ('OK')	image/jpeg	etag:%22b233e-5576d546baf21%22	http://52.56.219.127/wp-content/uploads/2017/08/DSC_mini.jpg	/home/ignis/public_html/laug/sfd17/52.56.219.127/wp-content/uploads/2017/08/DSC_mini.jpg	(from http://sfd.linuxaccra.org/)
16:37:18	202/202	---M-Z	200	added ('OK')	text/css	etag:%22ca-5575dcc785c81-gzip%22	http://sfd.linuxaccra.org/wp-content/plugins/intergeo-maps/css/frontend.css?ver=2.1.3	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/intergeo-maps/css/frontend4c71.css	(from http://sfd.linuxaccra.org/)
16:37:21	795/795	---M-Z	200	added ('OK')	application/javascript	etag:%2231b-54f59e6b72840-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/mediaelement/wp-mediaelement.min.js?ver=4.8.10	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/mediaelement/wp-mediaelement.min5111.js	(from http://sfd.linuxaccra.org/)
16:37:23	409826/409826	---M--	200	added ('OK')	image/jpeg	etag:%22640e2-55734bc914da1%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/background-images/parallax-img/team-img.jpg	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/images/background-images/parallax-img/team-img.jpg	(from http://sfd.linuxaccra.org/)
16:37:23	7994/7994	---M-Z	200	added ('OK')	application/javascript	etag:%221f3a-5405eff119880-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/imagesloaded.min.js?ver=3.2.0	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/imagesloaded.min55a0.js	(from http://sfd.linuxaccra.org/)
16:37:24	82625/82625	---M-Z	200	added ('OK')	application/javascript	etag:%22142c1-537e6dccd4880-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/mediaelement/mediaelement-and-player.min.js?ver=2.22.0	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/mediaelement/mediaelement-and-player.min51cd.js	(from http://sfd.linuxaccra.org/)
16:37:26	28954/28954	---M-Z	200	added ('OK')	application/javascript	etag:%22711a-5365b154f5dc0-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/masonry.min.js?ver=3.3.2	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/masonry.mind617.js	(from http://sfd.linuxaccra.org/)
16:37:26	1819/1819	---M-Z	200	added ('OK')	application/javascript	etag:%2271b-53a5d2030ec80-gzip%22	http://sfd.linuxaccra.org/wp-includes/js/jquery/jquery.masonry.min.js?ver=3.1.2b	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-includes/js/jquery/jquery.masonry.minef70.js	(from http://sfd.linuxaccra.org/)
16:37:30	31976/31976	---M-Z	200	added ('OK')	application/javascript	etag:%227ce8-557f377f80fc1-gzip%22	http://sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/js/frontend/main.js?ver=1.3.4	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/plugins/live-composer-page-builder/js/frontend/mainc412.js	(from http://sfd.linuxaccra.org/)
16:37:32	37045/37045	---M-Z	200	added ('OK')	application/javascript	etag:%2290b5-55734bc910f21-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/vendor/bootstrap.min.js?ver=3.3.7	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/vendor/bootstrap.min7433.js	(from http://sfd.linuxaccra.org/)
16:37:34	19772/19772	---M-Z	200	added ('OK')	application/javascript	etag:%224d3c-55734bc910f21-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/custom.all.js?ver=2.0.2	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/custom.all4c56.js	(from http://sfd.linuxaccra.org/)
16:37:34	4469/4469	---M-Z	200	added ('OK')	application/javascript	etag:%221175-55734bc910f21-gzip%22	http://sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/custom.home.js?ver=1.0.0	/home/ignis/public_html/laug/sfd17/sfd.linuxaccra.org/wp-content/themes/llorix-one-lite/js/custom.home8a54.js	(from http://sfd.linuxaccra.org/)
